offerId,name,before,now,cardStatus,需补图,需补视频,需补属性,平台问题,剩余建议
GYS-fq6f2z-3057483785,,39,39,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+12); ADDITIONAL(+2); FILTERABLE(+3); FIRST_PICTURE_SIZE(+5); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-3057497027,,39,39,HAS_CARD_CAN_UPDATE_PROCESSING,Y,Y,Y,Y,MAIN(+12); ADDITIONAL(+2); FILTERABLE(+3); FIRST_PICTURE_SIZE(+5); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-3057497549,,39,39,HAS_CARD_CAN_UPDATE_PROCESSING,Y,Y,Y,Y,MAIN(+12); ADDITIONAL(+2); FILTERABLE(+3); FIRST_PICTURE_SIZE(+5); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-4615620705,,39,39,HAS_CARD_CAN_UPDATE_PROCESSING,Y,Y,Y,Y,MAIN(+12); ADDITIONAL(+4); FILTERABLE(+4); FIRST_PICTURE_SIZE(+3); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS2608211hfp-5427175729,,39,65,HAS_CARD_CAN_UPDATE,,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS260908v69a-5090922931,,39,74,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+3); ADDITIONAL(+4); FILTERABLE(+2); FIRST_PICTURE_SIZE(+9); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-63ha0a-3582585986,,39,39,HAS_CARD_CAN_UPDATE_PROCESSING,Y,Y,Y,Y,MAIN(+12); ADDITIONAL(+1); FILTERABLE(+3); PICTURE_COUNT(+7); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-93mo1m-4998741619,,39,59,HAS_CARD_CAN_UPDATE,,Y,Y,Y,MAIN(+12); ADDITIONAL(+3); FILTERABLE(+8); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-93mo1m-4999648072,,39,76,HAS_CARD_CAN_UPDATE,,Y,Y,Y,MAIN(+5); ADDITIONAL(+5); FILTERABLE(+6); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-3552652076,,39,78,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+1); ADDITIONAL(+5); FILTERABLE(+4); PICTURE_COUNT(+4); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-5201012522,,39,63,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+1); ADDITIONAL(+5); FILTERABLE(+6); PICTURE_COUNT(+3); FIRST_PICTURE_SIZE(+4); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-5224600752,,39,78,HAS_CARD_CAN_UPDATE,,Y,Y,,MAIN(+3); ADDITIONAL(+5); FILTERABLE(+6); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-5561954586,,39,73,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+3); ADDITIONAL(+5); FILTERABLE(+4); PICTURE_COUNT(+3); FIRST_PICTURE_SIZE(+4); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-ydp9z9-2266770360,,39,69,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+8); FIRST_PICTURE_SIZE(+9); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
LZ-00mkoz-3585904163,,39,39,HAS_CARD_CAN_UPDATE_PROCESSING,Y,Y,Y,Y,MAIN(+13); ADDITIONAL(+3); FIRST_PICTURE_SIZE(+4); TITLE_LENGTH(+11); DESCRIPTION_LENGTH(+22); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
LZ-puuvyc-5155741591,,39,78,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+5); FIRST_PICTURE_SIZE(+4); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
MzQwMzc-3VPSSIJ3,,39,71,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+7); ADDITIONAL(+5); FILTERABLE(+8); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
B20260512-002-0005R,,40,79,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+4); FILTERABLE(+3); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-4616737293,,40,40,HAS_CARD_CAN_UPDATE_PROCESSING,Y,Y,Y,Y,MAIN(+9); ADDITIONAL(+5); FILTERABLE(+6); FIRST_PICTURE_SIZE(+2); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-74no4j-3399738004,,40,72,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+5); ADDITIONAL(+4); FILTERABLE(+3); PICTURE_COUNT(+3); FIRST_PICTURE_SIZE(+5); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-74no4j-4284339946,,40,67,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+5); ADDITIONAL(+5); FILTERABLE(+4); FIRST_PICTURE_SIZE(+10); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-bmwrkz-4900040541,,40,76,HAS_CARD_CAN_UPDATE,,Y,Y,Y,MAIN(+1); ADDITIONAL(+5); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-3162712154,,40,78,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+1); ADDITIONAL(+5); FILTERABLE(+4); PICTURE_COUNT(+4); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-3590502855,,40,77,HAS_CARD_CAN_UPDATE,Y,Y,Y,,ADDITIONAL(+5); FILTERABLE(+4); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-4939003588,,40,69,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+1); ADDITIONAL(+5); FILTERABLE(+4); PICTURE_COUNT(+3); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-ydp9z9-3644543740,,40,78,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+5); PICTURE_COUNT(+3); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
LZ01-3699596285,,40,75,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+5); ADDITIONAL(+5); FILTERABLE(+4); FIRST_PICTURE_SIZE(+3); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
3006371732-OPvT,,41,66,HAS_CARD_CAN_UPDATE,Y,,Y,Y,MAIN(+12); ADDITIONAL(+5); FILTERABLE(+8); PICTURE_COUNT(+5); FIRST_PICTURE_SIZE(+4)
GYS-1574237539,,41,45,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+7); ADDITIONAL(+4); FILTERABLE(+3); PICTURE_COUNT(+5); FIRST_PICTURE_SIZE(+16); TITLE_LENGTH(+10); AVERAGE_PICTURE_SIZE(+2); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-1679789419,,41,41,HAS_CARD_CAN_UPDATE_PROCESSING,,Y,Y,Y,MAIN(+12); ADDITIONAL(+3); FILTERABLE(+6); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-1973054001,,41,41,HAS_CARD_CAN_UPDATE_PROCESSING,,Y,Y,Y,MAIN(+12); ADDITIONAL(+3); FILTERABLE(+6); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-4276370160,,41,63,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); FILTERABLE(+1); TITLE_LENGTH(+10); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-pun1uz-3960169151,,41,78,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+4); FILTERABLE(+6); FIRST_PICTURE_SIZE(+4); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-pun1uz-4291750077,,41,72,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+10); ADDITIONAL(+4); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS260905hopl-147834448,,41,72,HAS_CARD_CAN_UPDATE,,Y,Y,Y,MAIN(+12); ADDITIONAL(+3); FILTERABLE(+5); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS260905hopl-3457277279,,41,75,HAS_CARD_CAN_UPDATE_ERRORS,,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS260905hopl-3457312229,,41,75,HAS_CARD_CAN_UPDATE_ERRORS,,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS260905hopl-3457369788,,41,75,HAS_CARD_CAN_UPDATE_ERRORS,,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260713l1mj-1121586055,,41,74,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+4); PICTURE_COUNT(+4); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260728cs42-4799290710,,41,75,HAS_CARD_CAN_UPDATE,,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-mn9jc2-3372213365,,41,75,HAS_CARD_CAN_UPDATE,,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-mn9jc2-3457312229,,41,64,HAS_CARD_CAN_UPDATE,,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); FILTERABLE(+1); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-mn9jc2-3457369788,,41,75,HAS_CARD_CAN_UPDATE,,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-mn9jc2-4456201523,,41,57,HAS_CARD_CAN_UPDATE,,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); FILTERABLE(+8); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-r0nm0c-4780054501,,41,64,HAS_CARD_CAN_UPDATE,,Y,Y,Y,MAIN(+9); ADDITIONAL(+4); FILTERABLE(+5); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-tar3ab-4450020083,,41,75,HAS_CARD_CAN_UPDATE_ERRORS,,Y,Y,Y,MAIN(+3); ADDITIONAL(+4); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-3901799346,,41,79,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+1); ADDITIONAL(+5); FILTERABLE(+4); PICTURE_COUNT(+3); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-4330637792,,41,77,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+3); ADDITIONAL(+5); FILTERABLE(+4); PICTURE_COUNT(+3); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-4330708241,,41,79,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+1); ADDITIONAL(+5); FILTERABLE(+4); PICTURE_COUNT(+3); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-4649277975,,41,74,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+6); ADDITIONAL(+5); FILTERABLE(+4); FIRST_PICTURE_SIZE(+3); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-4650564205,,41,77,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+3); ADDITIONAL(+5); FILTERABLE(+4); FIRST_PICTURE_SIZE(+3); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-4686476223,,41,65,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+1); ADDITIONAL(+5); FILTERABLE(+6); PICTURE_COUNT(+1); FIRST_PICTURE_SIZE(+4); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-4737624802,,41,47,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,MAIN(+1); ADDITIONAL(+5); FILTERABLE(+4); PICTURE_COUNT(+1); FIRST_PICTURE_SIZE(+4); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-wfvstx-5123472553,,41,63,HAS_CARD_CAN_UPDATE,Y,Y,Y,,MAIN(+1); ADDITIONAL(+5); FILTERABLE(+4); PICTURE_COUNT(+4); FIRST_PICTURE_SIZE(+14); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
LZ-5wxmmp-5077951478,,41,64,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+5); ADDITIONAL(+5); FIRST_PICTURE_SIZE(+8); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
LZ01-2435533049,,41,72,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+2); ADDITIONAL(+5); FILTERABLE(+5); PICTURE_COUNT(+3); FIRST_PICTURE_SIZE(+4); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
SF2608248fhz-4231125310,,41,61,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,MAIN(+5); ADDITIONAL(+5); FILTERABLE(+2); FIRST_PICTURE_SIZE(+15); TITLE_LENGTH(+10); FIRST_VIDEO_LENGTH(+2)
ZS01-3965794383,,41,76,HAS_CARD_CAN_UPDATE,,Y,Y,Y,MAIN(+12); ADDITIONAL(+4); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
2903676250-0z9Y,,42,67,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+6); FILTERABLE(+4); FIRST_PICTURE_SIZE(+15); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
3204821209-b98Z,,42,79,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+2); FIRST_PICTURE_SIZE(+5); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-8jlgyl-3123585702,,42,42,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); FILTERABLE(+8); FIRST_PICTURE_SIZE(+5); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-4276369963,,42,42,HAS_CARD_CAN_UPDATE_PROCESSING,,Y,Y,Y,MAIN(+12); ADDITIONAL(+2); FILTERABLE(+6); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-4276370731,,42,42,HAS_CARD_CAN_UPDATE_PROCESSING,,Y,Y,Y,MAIN(+12); ADDITIONAL(+2); FILTERABLE(+6); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-4276373036,,42,64,HAS_CARD_CAN_UPDATE_ERRORS,,Y,Y,Y,MAIN(+12); ADDITIONAL(+5); FILTERABLE(+1); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-fq6f2z-4553718890,,42,42,HAS_CARD_CAN_UPDATE_PROCESSING,,Y,Y,Y,MAIN(+9); ADDITIONAL(+5); FILTERABLE(+6); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-pun1uz-3528556980,,42,69,HAS_CARD_CAN_UPDATE,,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+8); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-pun1uz-4653223595,,42,71,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+6); FIRST_PICTURE_SIZE(+4); TITLE_LENGTH(+11); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-vhijp3-4100718199,,42,63,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+4); FILTERABLE(+4); PICTURE_COUNT(+1); FIRST_PICTURE_SIZE(+9); TITLE_LENGTH(+10); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-vhijp3-5098696405,,42,64,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,ADDITIONAL(+4); FILTERABLE(+3); PICTURE_COUNT(+1); FIRST_PICTURE_SIZE(+9); TITLE_LENGTH(+10); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
GYS-vhijp3-5098697255,,42,59,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,MAIN(+5); ADDITIONAL(+4); FILTERABLE(+3); PICTURE_COUNT(+1); FIRST_PICTURE_SIZE(+9); TITLE_LENGTH(+10); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260811hiq7-3494718480,,42,79,HAS_CARD_CAN_UPDATE_ERRORS,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+6); FIRST_PICTURE_SIZE(+1); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-260816bapr-2451803868,,42,42,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+3); ADDITIONAL(+3); FILTERABLE(+6); PICTURE_COUNT(+4); FIRST_PICTURE_SIZE(+4); TITLE_LENGTH(+10); DESCRIPTION_LENGTH(+20); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-2rqa92-4583278101,,42,77,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+1); ADDITIONAL(+5); FILTERABLE(+4); PICTURE_COUNT(+5); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-43c4a1-3778788360,,42,72,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,MAIN(+1); ADDITIONAL(+5); FILTERABLE(+4); PICTURE_COUNT(+1); FIRST_PICTURE_SIZE(+8); AVERAGE_PICTURE_SIZE(+1); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-8q6voe-487884946,,42,72,HAS_CARD_CAN_UPDATE,Y,Y,Y,Y,ADDITIONAL(+5); FILTERABLE(+8); PICTURE_COUNT(+7); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-mn9jc2-1140347481,,42,68,HAS_CARD_CAN_UPDATE_ERRORS,,Y,Y,Y,MAIN(+9); ADDITIONAL(+3); FILTERABLE(+2); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
jz-mn9jc2-2345419912,,42,71,HAS_CARD_CAN_UPDATE,,Y,Y,Y,MAIN(+5); ADDITIONAL(+4); FILTERABLE(+2); TITLE_LENGTH(+10); FIRST_VIDEO_SIZE(+2); FIRST_VIDEO_LENGTH(+2); AVERAGE_VIDEO_SIZE(+2); VIDEO_COUNT(+2)
